round,gameday,date,time,gamenumber,gamecode,group,hometeam,homecode,homescore,awayteam,awaycode,awayscore,played
RS,27,"Feb 05, 2026",20:00,263,E2025_263,Regular Season,HAPOEL IBI TEL AVIV,HTA,99,VALENCIA BASKET,PAM,104,True
RS,12,"Nov 20, 2025",18:30,112,E2025_112,Regular Season,ANADOLU EFES ISTANBUL,IST,74,FC BARCELONA,BAR,73,True
RS,6,"Oct 23, 2025",20:30,53,E2025_53,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,100,VALENCIA BASKET,PAM,103,True
RS,4,"Oct 15, 2025",20:15,36,E2025_36,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,91,LDLC ASVEL VILLEURBANNE,ASV,85,True
RS,26,"Feb 03, 2026",20:30,255,E2025_255,Regular Season,FC BARCELONA,BAR,78,FENERBAHCE BEKO ISTANBUL,ULK,82,True
RS,9,"Nov 06, 2025",20:30,82,E2025_82,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,87,VIRTUS BOLOGNA,VIR,76,True
RS,12,"Nov 20, 2025",20:15,114,E2025_114,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,103,DUBAI BASKETBALL,DUB,82,True
RS,28,"Feb 12, 2026",18:30,271,E2025_271,Regular Season,ANADOLU EFES ISTANBUL,IST,91,VIRTUS BOLOGNA,VIR,60,True
RS,15,"Dec 12, 2025",17:00,142,E2025_142,Regular Season,DUBAI BASKETBALL,DUB,89,FC BAYERN MUNICH,MUN,88,True
RS,15,"Dec 12, 2025",19:30,147,E2025_147,Regular Season,AS MONACO,MCO,86,FENERBAHCE BEKO ISTANBUL,ULK,92,True
RS,12,"Nov 21, 2025",20:30,116,E2025_116,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,95,FC BAYERN MUNICH,MUN,73,True
RS,20,"Jan 07, 2026",18:30,199,E2025_199,Regular Season,ANADOLU EFES ISTANBUL,IST,79,PARIS BASKETBALL,PRS,84,True
RS,11,"Nov 13, 2025",20:00,101,E2025_101,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,74,HAPOEL IBI TEL AVIV,HTA,68,True
RS,6,"Oct 22, 2025",20:05,51,E2025_51,Regular Season,MACCABI RAPYD TEL AVIV,TEL,92,REAL MADRID,MAD,91,True
RS,26,"Feb 03, 2026",20:30,256,E2025_256,Regular Season,FC BAYERN MUNICH,MUN,81,PARIS BASKETBALL,PRS,75,True
RS,22,"Jan 15, 2026",20:30,216,E2025_216,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,96,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,104,True
RS,15,"Dec 11, 2025",20:05,141,E2025_141,Regular Season,MACCABI RAPYD TEL AVIV,TEL,92,LDLC ASVEL VILLEURBANNE,ASV,84,True
RS,28,"Feb 12, 2026",20:15,272,E2025_272,Regular Season,OLYMPIACOS PIRAEUS,OLY,92,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,86,True
RS,1,"Sep 30, 2025",19:45,1,E2025_1,Regular Season,ANADOLU EFES ISTANBUL,IST,85,MACCABI RAPYD TEL AVIV,TEL,78,True
RS,2,"Oct 02, 2025",20:30,11,E2025_11,Regular Season,FC BAYERN MUNICH,MUN,97,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,88,True
RS,3,"Oct 08, 2025",20:05,21,E2025_21,Regular Season,HAPOEL IBI TEL AVIV,HTA,90,MACCABI RAPYD TEL AVIV,TEL,103,True
RS,25,"Jan 30, 2026",19:30,247,E2025_247,Regular Season,AS MONACO,MCO,82,VIRTUS BOLOGNA,VIR,84,True
RS,8,"Oct 31, 2025",20:15,79,E2025_79,Regular Season,OLYMPIACOS PIRAEUS,OLY,62,HAPOEL IBI TEL AVIV,HTA,58,True
RS,5,"Oct 17, 2025",19:30,45,E2025_45,Regular Season,ANADOLU EFES ISTANBUL,IST,81,PANATHINAIKOS AKTOR ATHENS,PAN,95,True
RS,20,"Jan 06, 2026",20:00,192,E2025_192,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,89,VALENCIA BASKET,PAM,106,True
RS,21,"Jan 09, 2026",20:30,207,E2025_207,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,87,ANADOLU EFES ISTANBUL,IST,74,True
RS,27,"Feb 06, 2026",18:30,266,E2025_266,Regular Season,ANADOLU EFES ISTANBUL,IST,92,ZALGIRIS KAUNAS,ZAL,82,True
RS,4,"Oct 14, 2025",20:00,31,E2025_31,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,88,ZALGIRIS KAUNAS,ZAL,79,True
RS,13,"Nov 25, 2025",19:00,125,E2025_125,Regular Season,ZALGIRIS KAUNAS,ZAL,82,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,67,True
RS,28,"Feb 13, 2026",19:00,280,E2025_280,Regular Season,ZALGIRIS KAUNAS,ZAL,93,HAPOEL IBI TEL AVIV,HTA,82,True
RS,12,"Nov 21, 2025",20:30,120,E2025_120,Regular Season,VIRTUS BOLOGNA,VIR,99,MACCABI RAPYD TEL AVIV,TEL,89,True
RS,20,"Jan 06, 2026",20:30,198,E2025_198,Regular Season,VIRTUS BOLOGNA,VIR,83,ZALGIRIS KAUNAS,ZAL,79,True
RS,6,"Oct 23, 2025",21:00,52,E2025_52,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,90,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,72,True
RS,25,"Jan 29, 2026",20:05,243,E2025_243,Regular Season,HAPOEL IBI TEL AVIV,HTA,64,FC BAYERN MUNICH,MUN,79,True
RS,6,"Oct 23, 2025",20:30,54,E2025_54,Regular Season,FC BARCELONA,BAR,73,ZALGIRIS KAUNAS,ZAL,88,True
RS,13,"Nov 26, 2025",19:30,128,E2025_128,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,91,OLYMPIACOS PIRAEUS,OLY,80,True
RS,14,"Dec 04, 2025",19:00,135,E2025_135,Regular Season,ZALGIRIS KAUNAS,ZAL,65,MACCABI RAPYD TEL AVIV,TEL,83,True
RS,26,"Feb 03, 2026",20:00,252,E2025_252,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,87,HAPOEL IBI TEL AVIV,HTA,75,True
RS,3,"Oct 10, 2025",20:15,27,E2025_27,Regular Season,OLYMPIACOS PIRAEUS,OLY,86,DUBAI BASKETBALL,DUB,67,True
RS,16,"Dec 16, 2025",20:30,152,E2025_152,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,89,REAL MADRID,MAD,82,True
RS,10,"Nov 12, 2025",20:15,100,E2025_100,Regular Season,OLYMPIACOS PIRAEUS,OLY,95,ZALGIRIS KAUNAS,ZAL,78,True
RS,19,"Jan 02, 2026",20:45,189,E2025_189,Regular Season,REAL MADRID,MAD,107,DUBAI BASKETBALL,DUB,93,True
RS,12,"Nov 20, 2025",20:45,115,E2025_115,Regular Season,REAL MADRID,MAD,100,ZALGIRIS KAUNAS,ZAL,99,True
RS,11,"Nov 13, 2025",20:45,104,E2025_104,Regular Season,REAL MADRID,MAD,77,PANATHINAIKOS AKTOR ATHENS,PAN,87,True
RS,17,"Dec 19, 2025",18:30,165,E2025_165,Regular Season,ANADOLU EFES ISTANBUL,IST,76,DUBAI BASKETBALL,DUB,80,True
RS,28,"Feb 12, 2026",20:30,275,E2025_275,Regular Season,FC BARCELONA,BAR,74,PARIS BASKETBALL,PRS,85,True
RS,7,"Oct 28, 2025",20:45,66,E2025_66,Regular Season,PARIS BASKETBALL,PRS,80,ANADOLU EFES ISTANBUL,IST,90,True
RS,11,"Nov 13, 2025",20:45,103,E2025_103,Regular Season,PARIS BASKETBALL,PRS,90,VALENCIA BASKET,PAM,86,True
RS,28,"Feb 13, 2026",20:30,276,E2025_276,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,73,REAL MADRID,MAD,77,True
RS,28,"Feb 12, 2026",20:30,274,E2025_274,Regular Season,VALENCIA BASKET,PAM,82,LDLC ASVEL VILLEURBANNE,ASV,67,True
RS,21,"Jan 09, 2026",20:30,208,E2025_208,Regular Season,FC BARCELONA,BAR,88,PARTIZAN MOZZART BET BELGRADE,PAR,70,True
RS,5,"Oct 16, 2025",19:00,44,E2025_44,Regular Season,ZALGIRIS KAUNAS,ZAL,78,EA7 EMPORIO ARMANI MILAN,MIL,89,True
RS,21,"Jan 09, 2026",20:30,206,E2025_206,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,78,LDLC ASVEL VILLEURBANNE,ASV,73,True
RS,9,"Nov 06, 2025",18:45,85,E2025_85,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,81,LDLC ASVEL VILLEURBANNE,ASV,67,True
RS,19,"Dec 30, 2025",20:05,182,E2025_182,Regular Season,HAPOEL IBI TEL AVIV,HTA,80,ZALGIRIS KAUNAS,ZAL,93,True
RS,7,"Oct 28, 2025",20:30,63,E2025_63,Regular Season,FC BARCELONA,BAR,74,EA7 EMPORIO ARMANI MILAN,MIL,72,True
RS,7,"Oct 28, 2025",19:00,68,E2025_68,Regular Season,ZALGIRIS KAUNAS,ZAL,86,VIRTUS BOLOGNA,VIR,65,True
RS,13,"Nov 25, 2025",20:15,123,E2025_123,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,91,PARTIZAN MOZZART BET BELGRADE,PAR,69,True
RS,21,"Jan 09, 2026",19:00,210,E2025_210,Regular Season,ZALGIRIS KAUNAS,ZAL,99,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,67,True
RS,5,"Oct 16, 2025",18:00,41,E2025_41,Regular Season,DUBAI BASKETBALL,DUB,83,FC BARCELONA,BAR,78,True
RS,26,"Feb 03, 2026",19:00,259,E2025_259,Regular Season,ZALGIRIS KAUNAS,ZAL,104,AS MONACO,MCO,87,True
RS,22,"Jan 15, 2026",20:45,214,E2025_214,Regular Season,PARIS BASKETBALL,PRS,87,AS MONACO,MCO,95,True
RS,15,"Dec 11, 2025",21:00,145,E2025_145,Regular Season,REAL MADRID,MAD,94,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,87,True
RS,15,"Dec 11, 2025",20:30,143,E2025_143,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,96,PANATHINAIKOS AKTOR ATHENS,PAN,89,True
RS,26,"Feb 03, 2026",17:00,253,E2025_253,Regular Season,DUBAI BASKETBALL,DUB,108,OLYMPIACOS PIRAEUS,OLY,98,True
RS,17,"Dec 19, 2025",20:30,168,E2025_168,Regular Season,FC BARCELONA,BAR,134,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,124,True
RS,26,"Feb 03, 2026",18:30,251,E2025_251,Regular Season,ANADOLU EFES ISTANBUL,IST,107,VALENCIA BASKET,PAM,90,True
RS,9,"Nov 07, 2025",19:00,90,E2025_90,Regular Season,ZALGIRIS KAUNAS,ZAL,86,VALENCIA BASKET,PAM,77,True
RS,27,"Feb 05, 2026",17:00,261,E2025_261,Regular Season,DUBAI BASKETBALL,DUB,93,REAL MADRID,MAD,85,True
RS,15,"Dec 11, 2025",20:30,146,E2025_146,Regular Season,VALENCIA BASKET,PAM,94,ANADOLU EFES ISTANBUL,IST,82,True
RS,28,"Feb 13, 2026",20:15,279,E2025_279,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,83,FENERBAHCE BEKO ISTANBUL,ULK,85,True
RS,15,"Dec 11, 2025",20:45,144,E2025_144,Regular Season,PARIS BASKETBALL,PRS,105,ZALGIRIS KAUNAS,ZAL,108,True
RS,9,"Nov 07, 2025",20:30,88,E2025_88,Regular Season,FC BARCELONA,BAR,92,REAL MADRID,MAD,101,True
RS,22,"Jan 16, 2026",20:45,220,E2025_220,Regular Season,REAL MADRID,MAD,80,FC BARCELONA,BAR,61,True
RS,19,"Jan 02, 2026",18:00,185,E2025_185,Regular Season,ANADOLU EFES ISTANBUL,IST,65,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,87,True
RS,22,"Jan 15, 2026",20:05,213,E2025_213,Regular Season,MACCABI RAPYD TEL AVIV,TEL,100,ZALGIRIS KAUNAS,ZAL,97,True
RS,10,"Nov 11, 2025",20:30,95,E2025_95,Regular Season,VIRTUS BOLOGNA,VIR,99,ANADOLU EFES ISTANBUL,IST,89,True
RS,6,"Oct 24, 2025",19:30,57,E2025_57,Regular Season,ANADOLU EFES ISTANBUL,IST,69,FENERBAHCE BEKO ISTANBUL,ULK,79,True
RS,19,"Dec 30, 2025",20:30,184,E2025_184,Regular Season,VALENCIA BASKET,PAM,86,PARTIZAN MOZZART BET BELGRADE,PAR,73,True
RS,1,"Oct 01, 2025",20:00,10,E2025_10,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,77,VALENCIA BASKET,PAM,80,True
RS,19,"Dec 30, 2025",20:15,183,E2025_183,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,94,PARIS BASKETBALL,PRS,89,True
RS,6,"Oct 24, 2025",20:00,60,E2025_60,Regular Season,VIRTUS BOLOGNA,VIR,92,PANATHINAIKOS AKTOR ATHENS,PAN,75,True
RS,12,"Nov 20, 2025",20:30,113,E2025_113,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,83,HAPOEL IBI TEL AVIV,HTA,105,True
RS,1,"Oct 01, 2025",19:45,8,E2025_8,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,96,PARIS BASKETBALL,PRS,77,True
RS,10,"Nov 11, 2025",20:05,92,E2025_92,Regular Season,HAPOEL IBI TEL AVIV,HTA,114,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,89,True
RS,27,"Feb 05, 2026",20:30,262,E2025_262,Regular Season,FC BAYERN MUNICH,MUN,91,AS MONACO,MCO,82,True
RS,6,"Oct 24, 2025",20:45,58,E2025_58,Regular Season,FC BAYERN MUNICH,MUN,71,OLYMPIACOS PIRAEUS,OLY,96,True
RS,1,"Sep 30, 2025",20:00,3,E2025_3,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,82,EA7 EMPORIO ARMANI MILAN,MIL,92,True
RS,13,"Nov 26, 2025",19:30,127,E2025_127,Regular Season,AS MONACO,MCO,102,ANADOLU EFES ISTANBUL,IST,66,True
RS,23,"Jan 21, 2026",20:30,230,E2025_230,Regular Season,VIRTUS BOLOGNA,VIR,80,FENERBAHCE BEKO ISTANBUL,ULK,85,True
RS,27,"Feb 06, 2026",20:00,268,E2025_268,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,82,MACCABI RAPYD TEL AVIV,TEL,83,True
RS,27,"Feb 06, 2026",20:15,270,E2025_270,Regular Season,OLYMPIACOS PIRAEUS,OLY,109,VIRTUS BOLOGNA,VIR,77,True
RS,25,"Jan 29, 2026",20:30,246,E2025_246,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,85,PARTIZAN MOZZART BET BELGRADE,PAR,79,True
RS,25,"Jan 29, 2026",18:45,242,E2025_242,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,79,ANADOLU EFES ISTANBUL,IST,62,True
RS,18,"Dec 26, 2025",19:30,178,E2025_178,Regular Season,AS MONACO,MCO,100,REAL MADRID,MAD,95,True
RS,26,"Feb 03, 2026",20:15,258,E2025_258,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,82,REAL MADRID,MAD,81,True
RS,5,"Oct 17, 2025",19:00,48,E2025_48,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,90,REAL MADRID,MAD,75,True
RS,28,"Feb 13, 2026",20:30,278,E2025_278,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,78,DUBAI BASKETBALL,DUB,96,True
RS,5,"Oct 17, 2025",20:00,49,E2025_49,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,83,VIRTUS BOLOGNA,VIR,90,True
RS,6,"Oct 24, 2025",20:30,59,E2025_59,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,83,PARIS BASKETBALL,PRS,101,True
RS,4,"Oct 15, 2025",20:45,38,E2025_38,Regular Season,REAL MADRID,MAD,93,PARTIZAN MOZZART BET BELGRADE,PAR,86,True
RS,7,"Oct 28, 2025",21:00,67,E2025_67,Regular Season,VALENCIA BASKET,PAM,94,FENERBAHCE BEKO ISTANBUL,ULK,79,True
RS,23,"Jan 20, 2026",20:00,229,E2025_229,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,77,ZALGIRIS KAUNAS,ZAL,96,True
RS,23,"Jan 20, 2026",18:45,221,E2025_221,Regular Season,AS MONACO,MCO,96,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,100,True
RS,12,"Nov 21, 2025",20:15,117,E2025_117,Regular Season,OLYMPIACOS PIRAEUS,OLY,98,PARIS BASKETBALL,PRS,86,True
RS,20,"Jan 06, 2026",20:30,193,E2025_193,Regular Season,FC BARCELONA,BAR,93,MACCABI RAPYD TEL AVIV,TEL,83,True
RS,16,"Dec 16, 2025",18:45,153,E2025_153,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,77,PANATHINAIKOS AKTOR ATHENS,PAN,81,True
RS,8,"Oct 30, 2025",20:30,75,E2025_75,Regular Season,VALENCIA BASKET,PAM,80,DUBAI BASKETBALL,DUB,78,True
RS,10,"Nov 12, 2025",20:30,99,E2025_99,Regular Season,FC BAYERN MUNICH,MUN,74,FC BARCELONA,BAR,75,True
RS,7,"Oct 28, 2025",20:00,64,E2025_64,Regular Season,FC BAYERN MUNICH,MUN,90,REAL MADRID,MAD,84,True
RS,19,"Jan 02, 2026",20:00,186,E2025_186,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,93,FENERBAHCE BEKO ISTANBUL,ULK,108,True
RS,10,"Nov 11, 2025",20:30,94,E2025_94,Regular Season,VALENCIA BASKET,PAM,89,REAL MADRID,MAD,76,True
RS,14,"Dec 05, 2025",20:15,139,E2025_139,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,79,VALENCIA BASKET,PAM,89,True
RS,1,"Sep 30, 2025",18:00,4,E2025_4,Regular Season,DUBAI BASKETBALL,DUB,89,PARTIZAN MOZZART BET BELGRADE,PAR,76,True
RS,26,"Feb 03, 2026",20:05,257,E2025_257,Regular Season,MACCABI RAPYD TEL AVIV,TEL,95,PARTIZAN MOZZART BET BELGRADE,PAR,93,True
RS,13,"Nov 26, 2025",20:30,129,E2025_129,Regular Season,FC BARCELONA,BAR,88,LDLC ASVEL VILLEURBANNE,ASV,78,True
RS,21,"Jan 08, 2026",17:00,201,E2025_201,Regular Season,DUBAI BASKETBALL,DUB,92,FENERBAHCE BEKO ISTANBUL,ULK,81,True
RS,18,"Dec 23, 2025",19:30,171,E2025_171,Regular Season,FC BAYERN MUNICH,MUN,72,HAPOEL IBI TEL AVIV,HTA,82,True
RS,20,"Jan 06, 2026",20:00,196,E2025_196,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,69,REAL MADRID,MAD,80,True
RS,9,"Nov 06, 2025",19:00,84,E2025_84,Regular Season,DUBAI BASKETBALL,DUB,97,HAPOEL IBI TEL AVIV,HTA,109,True
RS,14,"Dec 04, 2025",20:05,133,E2025_133,Regular Season,HAPOEL IBI TEL AVIV,HTA,87,LDLC ASVEL VILLEURBANNE,ASV,80,True
RS,2,"Oct 03, 2025",19:00,20,E2025_20,Regular Season,ZALGIRIS KAUNAS,ZAL,84,FENERBAHCE BEKO ISTANBUL,ULK,81,True
RS,3,"Oct 09, 2025",20:30,22,E2025_22,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,84,PANATHINAIKOS AKTOR ATHENS,PAN,86,True
RS,28,"Feb 13, 2026",19:30,277,E2025_277,Regular Season,AS MONACO,MCO,102,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,92,True
RS,18,"Dec 26, 2025",18:00,179,E2025_179,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,87,MACCABI RAPYD TEL AVIV,TEL,112,True
RS,17,"Dec 19, 2025",19:00,170,E2025_170,Regular Season,ZALGIRIS KAUNAS,ZAL,109,PARTIZAN MOZZART BET BELGRADE,PAR,68,True
RS,22,"Jan 15, 2026",17:00,215,E2025_215,Regular Season,DUBAI BASKETBALL,DUB,72,VIRTUS BOLOGNA,VIR,80,True
RS,11,"Nov 13, 2025",20:00,105,E2025_105,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,91,AS MONACO,MCO,79,True
RS,25,"Jan 29, 2026",20:15,244,E2025_244,Regular Season,OLYMPIACOS PIRAEUS,OLY,87,FC BARCELONA,BAR,75,True
RS,1,"Sep 30, 2025",20:30,2,E2025_2,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,96,OLYMPIACOS PIRAEUS,OLY,102,True
RS,22,"Jan 15, 2026",18:30,211,E2025_211,Regular Season,ANADOLU EFES ISTANBUL,IST,75,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,89,True
RS,27,"Feb 05, 2026",20:30,265,E2025_265,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,78,PANATHINAIKOS AKTOR ATHENS,PAN,62,True
RS,25,"Jan 30, 2026",20:45,250,E2025_250,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,78,PANATHINAIKOS AKTOR ATHENS,PAN,79,True
RS,7,"Oct 28, 2025",20:30,61,E2025_61,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,92,DUBAI BASKETBALL,DUB,85,True
RS,9,"Nov 07, 2025",18:30,87,E2025_87,Regular Season,ANADOLU EFES ISTANBUL,IST,93,EA7 EMPORIO ARMANI MILAN,MIL,97,True
RS,13,"Nov 25, 2025",18:45,126,E2025_126,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,66,VIRTUS BOLOGNA,VIR,64,True
RS,2,"Oct 03, 2025",20:00,17,E2025_17,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,102,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,95,True
RS,3,"Oct 10, 2025",20:30,28,E2025_28,Regular Season,FC BARCELONA,BAR,108,VALENCIA BASKET,PAM,102,True
RS,12,"Nov 21, 2025",21:00,119,E2025_119,Regular Season,VALENCIA BASKET,PAM,76,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,73,True
RS,14,"Dec 04, 2025",20:45,132,E2025_132,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,92,FC BAYERN MUNICH,MUN,85,True
